id,role,company,location_city,location_region,location_country,location_remote,type,salary,salaryMin,salaryMax,salaryCurrency,salaryPeriod,about,description,responsibilities,qualifications,benefits,tags,logoUrl,color,applicationUrl,isFeatured,experienceLevel,deadline,lat,lng,postedAt,postedBy
sales-development-representative-quantum-street-011,Sales Development Representative,Quantum Street,New York,NY,USA,True,Remote,"$95,000 - $112,100 / year",95000,112100,USD,/ year,Quantum Street is hiring a Sales Development Representative to support its growing business team.,"## About the role

Quantum Street is looking for a mid Sales Development Representative based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Gather requirements and coordinate timelines with stakeholders."", ""Track operational metrics and prepare reports for leadership."", ""Support planning, execution, and follow-through of business initiatives."", ""Identify process improvements and help implement practical solutions."", ""Collaborate with cross-functional teams to deliver high-quality work.""]","[""Experience coordinating projects, stakeholders, or operational workflows."", ""Comfortable preparing reports and presenting recommendations."", ""3+ years of relevant experience or equivalent project background."", ""Ability to work independently and collaborate with a team.""]","[""Wellness stipend"", ""Stock options"", ""Remote work allowance"", ""Flexible PTO"", ""Health insurance"", ""Paid training""]","[""REMOTE"", ""MID"", ""BUSINESS"", ""PRODUCT"", ""PROJECT-MANAGEMENT"", ""OPERATIONS""]",https://dummyimage.com/256x256/be123c/ffffff.png&text=QS,#be123c,https://jobs.example.com/apply/sales-development-representative-quantum-street-011,False,Mid,2026-06-17T10:00:00Z,40.7128,-74.006,2026-05-15T14:00:00Z,seed-admin@example.com
radiologic-technologist-northstar-labs-012,Radiologic Technologist,Northstar Labs,New York,NY,USA,False,Hybrid,"$45,000 - $53,100 / year",45000,53100,USD,/ year,Northstar Labs is hiring a Radiologic Technologist to support its growing healthcare team.,"## About the role

Northstar Labs is looking for a entry Radiologic Technologist based in New York, USA. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Provide safe, organized, and patient-centered support."", ""Maintain accurate records and follow clinical documentation standards."", ""Coordinate with medical staff to ensure smooth daily operations."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Relevant healthcare training, certification, or clinical experience."", ""Knowledge of patient safety, confidentiality, and documentation standards."", ""Strong communication, ownership, and problem-solving skills."", ""0-1 years of relevant experience or equivalent project background.""]","[""Equipment provided"", ""13th month pay"", ""Flexible PTO"", ""Transportation allowance"", ""Wellness stipend"", ""Remote work allowance""]","[""HYBRID"", ""ENTRY"", ""HEALTHCARE"", ""PATIENT-CARE"", ""CLINICAL""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=NL,#4f46e5,https://jobs.example.com/apply/radiologic-technologist-northstar-labs-012,False,Entry,2026-06-12T10:00:00Z,40.702679,-73.99222,2026-05-18T05:00:00Z,seed-admin@example.com
audit-associate-growthgrid-media-013,Audit Associate,GrowthGrid Media,Remote,Iloilo,Philippines,True,Remote,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,GrowthGrid Media is hiring a Audit Associate to support its growing finance team.,"## About the role

GrowthGrid Media is looking for a mid Audit Associate based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Prepare financial reports, reconciliations, and supporting schedules."", ""Monitor expenses and ensure records are accurate and complete."", ""Support compliance with internal financial policies."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Knowledge of accounting principles, spreadsheets, and financial reporting."", ""High attention to detail and comfort with numerical data."", ""Strong communication, ownership, and problem-solving skills."", ""Ability to work independently and collaborate with a team.""]","[""Meal allowance"", ""Stock options"", ""Remote work allowance"", ""Flexible PTO"", ""Equipment provided"", ""Flexible schedule""]","[""REMOTE"", ""MID"", ""FINANCE"", ""REPORTING"", ""EXCEL"", ""PAYROLL""]",https://dummyimage.com/256x256/059669/ffffff.png&text=GM,#059669,https://jobs.example.com/apply/audit-associate-growthgrid-media-013,False,Mid,2026-08-17T10:00:00Z,10.7202,122.5621,2026-04-24T20:00:00Z,seed-admin@example.com
growth-marketing-manager-finaxis-partners-014,Growth Marketing Manager,FinAxis Partners,San Francisco,CA,USA,False,Contract,$32 - $43 / hr,32,43,USD,/ hr,FinAxis Partners is hiring a Growth Marketing Manager to support its growing marketing team.,"## About the role

FinAxis Partners is looking for a junior Growth Marketing Manager based in San Francisco, USA. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Plan and execute campaigns across relevant digital channels."", ""Analyze campaign performance and recommend improvements."", ""Create content that supports brand awareness and conversion goals."", ""Identify process improvements and help implement practical solutions."", ""Collaborate with cross-functional teams to deliver high-quality work.""]","[""Experience with campaign planning, analytics, and content execution."", ""Comfortable interpreting performance metrics and testing improvements."", ""1+ years of relevant experience or equivalent project background."", ""Ability to work independently and collaborate with a team.""]","[""HMO coverage"", ""Equipment provided"", ""Transportation allowance"", ""Health insurance"", ""Performance bonuses"", ""Flexible schedule""]","[""CONTRACT"", ""JUNIOR"", ""MARKETING"", ""SEO"", ""COPYWRITING"", ""SOCIAL-MEDIA""]",https://dummyimage.com/256x256/4f46e5/ffffff.png&text=FP,#4f46e5,https://jobs.example.com/apply/growth-marketing-manager-finaxis-partners-014,False,Junior,2026-08-15T10:00:00Z,37.756344,-122.451903,2026-05-01T10:00:00Z,seed-admin@example.com
computer-science-instructor-novahire-group-015,Computer Science Instructor,NovaHire Group,San Francisco,CA,USA,False,Contract,$47 - $63 / hr,47,63,USD,/ hr,NovaHire Group is hiring a Computer Science Instructor to support its growing education team.,"## About the role

NovaHire Group is looking for a mid Computer Science Instructor based in San Francisco, USA. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Design or deliver learning experiences that support student outcomes."", ""Assess learner progress and provide actionable feedback."", ""Improve learning materials based on learner needs."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Document progress, decisions, and important updates clearly.""]","[""Experience teaching, training, tutoring, or building learning materials."", ""Ability to simplify complex topics for learners."", ""3+ years of relevant experience or equivalent project background."", ""Strong communication, ownership, and problem-solving skills.""]","[""Paid training"", ""Equipment provided"", ""Wellness stipend"", ""HMO coverage""]","[""CONTRACT"", ""MID"", ""EDUCATION"", ""E-LEARNING"", ""TEACHING"", ""TRAINING""]",https://dummyimage.com/256x256/be123c/ffffff.png&text=NG,#be123c,https://jobs.example.com/apply/computer-science-instructor-novahire-group-015,True,Mid,2026-08-06T10:00:00Z,37.77929,-122.459268,2026-04-18T13:00:00Z,seed-admin@example.com
financial-analyst-orbitly-016,Financial Analyst,Orbitly,Cebu City,Cebu,Philippines,False,Part-time,₱750 - ₱975 / hr,750,975,PHP,/ hr,Orbitly is hiring a Financial Analyst to support its growing finance team.,"## About the role

Orbitly is looking for a lead Financial Analyst based in Cebu City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Prepare financial reports, reconciliations, and supporting schedules."", ""Monitor expenses and ensure records are accurate and complete."", ""Support compliance with internal financial policies."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Knowledge of accounting principles, spreadsheets, and financial reporting."", ""High attention to detail and comfort with numerical data."", ""7+ years of relevant experience or equivalent project background."", ""Ability to work independently and collaborate with a team.""]","[""Equipment provided"", ""Retirement plan"", ""Performance bonuses"", ""Paid training"", ""Flexible schedule"", ""Transportation allowance"", ""HMO coverage""]","[""PART-TIME"", ""LEAD"", ""FINANCE"", ""ACCOUNTING"", ""PAYROLL"", ""AUDIT""]",https://dummyimage.com/256x256/1a365d/ffffff.png&text=O,#1a365d,https://jobs.example.com/apply/financial-analyst-orbitly-016,False,Lead,2026-06-20T10:00:00Z,10.332268,123.884443,2026-04-26T04:00:00Z,seed-admin@example.com
data-entry-specialist-kindredcare-clinics-017,Data Entry Specialist,KindredCare Clinics,Iloilo City,Iloilo,Philippines,False,Full-time,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,KindredCare Clinics is hiring a Data Entry Specialist to support its growing support team.,"## About the role

KindredCare Clinics is looking for a mid Data Entry Specialist based in Iloilo City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Respond to customer or internal requests through approved channels."", ""Resolve issues accurately while maintaining a helpful tone."", ""Escalate complex concerns with clear context and documentation."", ""Document progress, decisions, and important updates clearly."", ""Identify process improvements and help implement practical solutions.""]","[""Experience with customer service, ticketing tools, or administrative support."", ""Patient, organized, and able to handle repetitive tasks accurately."", ""Strong communication, ownership, and problem-solving skills."", ""Ability to work independently and collaborate with a team.""]","[""Paid training"", ""Meal allowance"", ""Remote work allowance"", ""Wellness stipend"", ""Performance bonuses"", ""Flexible PTO"", ""Transportation allowance""]","[""FULL-TIME"", ""MID"", ""SUPPORT"", ""TICKETING"", ""HELPDESK"", ""ADMIN""]",https://dummyimage.com/256x256/0891b2/ffffff.png&text=KC,#0891b2,https://jobs.example.com/apply/data-entry-specialist-kindredcare-clinics-017,False,Mid,2026-06-24T10:00:00Z,10.702667,122.564599,2026-05-24T07:00:00Z,seed-admin@example.com
site-reliability-engineer-mangobyte-apps-018,Site Reliability Engineer,MangoByte Apps,Remote,Metro Manila,Philippines,True,Remote,"₱85,000 - ₱106,250 / month",85000,106250,PHP,/ month,MangoByte Apps is hiring a Site Reliability Engineer to support its growing engineering team.,"## About the role

MangoByte Apps is looking for a senior Site Reliability Engineer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Build, test, and maintain scalable application features."", ""Review code and contribute to technical planning."", ""Troubleshoot bugs and improve application performance."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with modern development workflows, Git, and debugging."", ""Understanding of APIs, databases, and application architecture."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Wellness stipend"", ""Meal allowance"", ""Retirement plan"", ""Stock options"", ""13th month pay"", ""HMO coverage"", ""Flexible PTO""]","[""REMOTE"", ""SENIOR"", ""ENGINEERING"", ""JAVASCRIPT"", ""API"", ""TESTING""]",https://dummyimage.com/256x256/059669/ffffff.png&text=MA,#059669,https://jobs.example.com/apply/site-reliability-engineer-mangobyte-apps-018,False,Senior,2026-07-03T10:00:00Z,14.5547,121.0244,2026-04-15T02:00:00Z,seed-admin@example.com
site-reliability-engineer-carepoint-medical-019,Site Reliability Engineer,CarePoint Medical,Iloilo City,Iloilo,Philippines,True,Remote,"₱22,000 - ₱27,500 / month",22000,27500,PHP,/ month,CarePoint Medical is hiring a Site Reliability Engineer to support its growing engineering team.,"## About the role

CarePoint Medical is looking for a entry Site Reliability Engineer based in Remote. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Build, test, and maintain scalable application features."", ""Review code and contribute to technical planning."", ""Troubleshoot bugs and improve application performance."", ""Identify process improvements and help implement practical solutions."", ""Document progress, decisions, and important updates clearly.""]","[""Experience with modern development workflows, Git, and debugging."", ""Understanding of APIs, databases, and application architecture."", ""Ability to work independently and collaborate with a team."", ""Strong communication, ownership, and problem-solving skills.""]","[""Paid training"", ""Retirement plan"", ""Meal allowance"", ""Equipment provided"", ""Flexible PTO"", ""Career development budget""]","[""REMOTE"", ""ENTRY"", ""ENGINEERING"", ""MOBILE"", ""SUPABASE"", ""API""]",https://dummyimage.com/256x256/059669/ffffff.png&text=CM,#059669,https://jobs.example.com/apply/site-reliability-engineer-carepoint-medical-019,False,Entry,2026-07-13T10:00:00Z,10.7202,122.5621,2026-05-21T18:00:00Z,seed-admin@example.com
design-systems-specialist-pixelforge-studio-020,Design Systems Specialist,PixelForge Studio,Davao City,Davao del Sur,Philippines,False,Full-time,"₱50,000 - ₱62,500 / month",50000,62500,PHP,/ month,PixelForge Studio is hiring a Design Systems Specialist to support its growing design team.,"## About the role

PixelForge Studio is looking for a mid Design Systems Specialist based in Davao City, Philippines. You will help the team deliver reliable, user-focused work while collaborating with stakeholders across the organization.

## What you will do

This role is ideal for someone who is organized, proactive, and comfortable learning quickly in a practical work environment.","[""Create user flows, wireframes, prototypes, and polished interface designs."", ""Conduct usability reviews and turn feedback into design improvements."", ""Maintain consistent design patterns across product experiences."", ""Collaborate with cross-functional teams to deliver high-quality work."", ""Identify process improvements and help implement practical solutions.""]","[""Strong portfolio showing product thinking and visual design quality."", ""Experience using Figma or similar design tools."", ""Strong communication, ownership, and problem-solving skills."", ""Ability to work independently and collaborate with a team.""]","[""HMO coverage"", ""Transportation allowance"", ""Retirement plan"", ""Wellness stipend"", ""Equipment provided"", ""Stock options"", ""Health insurance""]","[""FULL-TIME"", ""MID"", ""DESIGN"", ""PROTOTYPING"", ""UX"", ""FIGMA""]",https://dummyimage.com/256x256/0891b2/ffffff.png&text=PS,#0891b2,https://jobs.example.com/apply/design-systems-specialist-pixelforge-studio-020,False,Mid,2026-06-14T10:00:00Z,7.189956,125.420112,2026-04-25T21:00:00Z,seed-admin@example.com
